序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
28,002209,达 意 隆,18.54,10.03,1.69,229003.0,409044698.53,8.01,18.54,17.19,17.19,16.85,1.2,14.75,31.28,4.99,3689998587.0,2879331692.0,0.0,0.0,89.18,100.87
29,002923,润都股份,13.17,10.03,1.2,264884.0,342761407.48,9.94,13.17,11.98,11.98,11.97,1.75,10.26,590.22,4.0,4410544577.0,3398977251.0,0.0,0.0,7.07,40.26
30,002995,天地在线,20.41,10.03,1.86,207660.0,422330029.39,8.03,20.41,18.92,18.92,18.55,3.65,18.47,-51.46,3.96,3621845937.0,2294435215.0,0.0,0.0,18.11,-6.85
31,603115,海星股份,16.23,10.03,1.48,67102.0,106842214.0,10.37,16.23,14.7,14.79,14.75,3.48,2.81,42.77,2.03,3882216000.0,3882216000.0,0.0,0.0,25.23,31.84
32,600841,动力新科,6.92,10.02,0.63,251459.0,171598684.0,6.84,6.92,6.49,6.49,6.29,1.66,2.41,-11.42,2.9,9603726745.0,7217729429.0,0.0,0.0,34.37,36.49
33,002755,奥赛康,23.83,10.02,2.17,421709.0,958946517.42,12.79,23.83,21.06,21.23,21.66,2.4,4.54,101.03,7.29,22118061164.0,22117852056.0,0.0,0.0,26.29,89.28
34,600826,兰生股份,11.97,10.02,1.09,91565.0,109603293.0,0.0,11.97,11.97,11.97,10.88,0.36,1.24,-89.51,2.22,8804336582.0,8804336582.0,0.0,0.0,47.96,42.84
35,001896,豫能控股,6.92,10.02,0.63,1086118.0,722339386.87,10.65,6.92,6.25,6.55,6.29,0.88,7.12,59.6,3.33,10558406804.0,10558406804.0,0.0,0.0,70.44,66.75
36,001287,中电港,22.29,10.02,2.03,611225.0,1347019842.51,4.15,22.29,21.45,22.18,20.26,2.86,13.97,50.08,3.24,16938173162.0,9749523360.0,0.0,0.0,13.9,10.35
37,603950,长源东谷,25.81,10.02,2.35,122906.0,312036981.0,8.87,25.81,23.73,23.8,23.46,2.83,3.8,26.92,3.11,8365815948.0,8352291508.0,0.0,0.0,16.63,48.42
38,002730,电光科技,18.01,10.02,1.64,219531.0,388965014.2,10.26,18.01,16.33,16.33,16.37,3.08,6.34,79.01,4.12,6521058639.0,6231998139.0,0.0,0.0,25.68,33.11
39,003003,天元股份,13.61,10.02,1.24,164774.0,221046164.34,10.02,13.61,12.37,12.37,12.37,0.47,14.19,41.82,1.91,2406224863.0,1580169071.0,0.0,0.0,44.17,44.63
40,002951,金时科技,19.33,10.02,1.76,309210.0,570760198.93,8.94,19.33,17.76,18.21,17.57,1.08,7.63,-77.38,4.52,7828650000.0,7828621005.0,0.0,0.0,188.94,212.28
41,002229,鸿博股份,18.69,10.01,1.7,680918.0,1250606028.7,9.36,18.69,17.1,17.1,16.99,0.85,13.81,27.41,6.94,9273818911.0,9217240786.0,0.0,0.0,76.15,55.88
42,002082,万邦德,8.57,10.01,0.78,983001.0,806141652.61,8.6,8.57,7.9,8.09,7.79,5.44,17.77,86.21,1.95,5242175201.0,4741403252.0,0.0,0.0,51.15,33.28
43,603103,横店影视,18.14,10.01,1.65,128735.0,230127797.0,9.52,18.14,16.57,16.57,16.49,1.73,2.03,8.39,7.62,11504388000.0,11504388000.0,0.0,0.0,14.09,26.06
44,002017,东信和平,18.24,10.01,1.66,1312396.0,2320783785.12,8.08,18.24,16.9,16.9,16.58,1.47,22.62,56.39,6.22,10587078020.0,10580766488.0,0.0,0.0,100.88,78.65
45,603090,宏盛股份,27.04,10.01,2.46,76764.0,200958031.0,10.17,27.04,24.54,24.6,24.58,2.45,7.68,28.81,4.73,2704000000.0,2704000000.0,0.0,0.0,11.28,57.12
46,605133,嵘泰股份,33.18,10.01,3.02,152000.0,491815675.0,10.44,33.18,30.03,30.16,30.16,2.3,6.32,48.64,2.65,9383522723.0,7976275276.0,0.0,0.0,51.85,84.54
47,603166,福达股份,17.26,10.01,1.57,603764.0,1009733925.0,10.01,17.26,15.69,15.7,15.69,2.85,9.45,42.83,4.65,11153561316.0,11029289316.0,0.0,0.0,25.62,140.73
48,603809,豪能股份,16.28,10.0,1.48,870829.0,1374116520.0,9.93,16.28,14.81,14.99,14.8,3.1,10.13,33.63,4.52,13998285180.0,13998285180.0,0.0,0.0,43.82,85.21
49,603093,南华期货,26.08,10.0,2.37,531403.0,1306035814.0,11.73,26.08,23.3,24.08,23.71,1.04,8.71,46.39,3.88,15910518489.0,15910518489.0,0.0,0.0,112.55,120.64
50,002394,联发股份,10.67,10.0,0.97,754003.0,792361385.29,7.63,10.67,9.93,10.32,9.7,7.96,23.32,11.84,0.83,3453879000.0,3449457416.0,0.0,0.0,46.77,43.8
51,002393,力生制药,23.88,10.0,2.17,342406.0,790294778.92,7.83,23.88,22.18,22.36,21.71,5.57,13.68,27.83,1.31,6153995376.0,5977751615.0,0.0,0.0,50.47,38.11
52,603119,浙江荣泰,49.7,10.0,4.52,297169.0,1445101626.0,6.15,49.7,46.92,46.92,45.18,2.64,14.58,75.94,9.95,18077984855.0,10132810305.0,0.0,0.0,39.37,123.87
53,603266,天龙股份,20.35,10.0,1.85,211685.0,415581448.0,10.16,20.35,18.47,18.65,18.5,3.62,10.64,39.56,2.68,4047345363.0,4047345363.0,0.0,0.0,6.27,27.75
54,600822,上海物贸,14.63,10.0,1.33,748160.0,1053554493.0,10.0,14.63,13.3,14.37,13.3,2.46,18.89,269.06,5.99,7256083732.0,5795643894.0,0.0,0.0,58.33,43.15
55,000880,潍柴重机,45.78,10.0,4.16,110209.0,496725487.6,5.96,45.78,43.3,44.88,41.62,0.59,6.8,119.23,7.25,15167857068.0,7423776360.0,0.0,0.0,37.02,165.08
56,000513,丽珠集团,42.47,10.0,3.86,392670.0,1616872898.92,9.95,42.47,38.63,38.63,38.61,3.76,6.72,15.08,2.84,38397145262.0,24816624761.0,0.0,0.0,27.31,15.03
57,603798,康普顿,12.1,10.0,1.1,165126.0,194870322.0,10.45,12.1,10.95,11.0,11.0,3.28,6.44,14.29,2.67,3103040765.0,3103040765.0,0.0,0.0,39.56,38.76
58,601279,英利汽车,4.29,10.0,0.39,237695.0,97710941.0,10.51,4.29,3.88,3.89,3.9,1.53,1.5,-45.88,1.61,6803021876.0,6803021876.0,0.0,0.0,22.92,12.3
59,603617,君禾股份,8.04,9.99,0.73,760750.0,600758544.0,9.58,8.04,7.34,7.35,7.31,7.43,19.83,38.4,2.11,3139389549.0,3084476349.0,0.0,0.0,23.12,10.9
60,002370,亚太药业,4.41,9.98,0.4,1536997.0,659786577.21,10.47,4.41,3.99,3.99,4.01,2.82,20.61,-105.35,3.42,3288393807.0,3288393807.0,0.0,0.0,39.56,44.59
61,603048,浙江黎明,19.5,9.98,1.77,76786.0,147173264.0,10.38,19.5,17.66,17.66,17.73,2.94,5.23,53.38,2.21,2864160000.0,2864160000.0,0.0,0.0,24.2,31.76
62,605151,西上海,20.83,9.98,1.89,97903.0,196290293.0,11.3,20.83,18.69,18.91,18.94,2.3,7.28,-91.46,2.09,2802764444.0,2802764444.0,0.0,0.0,30.84,30.76
63,000705,浙江震元,9.59,9.98,0.87,139668.0,132720859.63,4.36,9.59,9.21,9.29,8.72,1.88,4.95,22.32,1.62,3204242313.0,2703955412.0,0.0,0.0,26.02,22.17
64,600513,联环药业,16.31,9.98,1.48,538409.0,816935658.0,14.03,16.31,14.23,14.3,14.83,1.03,18.86,50.48,3.34,4655791764.0,4655791764.0,0.0,0.0,75.0,66.09
65,605255,天普股份,20.83,9.98,1.89,93203.0,189942415.0,10.14,20.83,18.91,19.04,18.94,5.29,6.95,80.02,3.47,2792886400.0,2792886400.0,0.0,0.0,46.07,67.44
66,002550,千红制药,10.69,9.98,0.97,1378416.0,1420909172.05,11.21,10.69,9.6,9.74,9.72,1.16,14.39,21.25,5.41,13681062000.0,10238236110.0,0.0,0.0,88.54,75.82
67,002774,快意电梯,10.25,9.98,0.93,98411.0,98753229.08,11.37,10.25,9.19,9.32,9.32,0.81,3.49,76.83,2.98,3451050975.0,2888162334.0,0.0,0.0,38.7,56.01
68,605500,森林包装,13.44,9.98,1.22,231497.0,304597694.0,9.57,13.44,12.27,12.36,12.22,0.39,5.59,41.09,2.18,5569536000.0,5569536000.0,0.0,0.0,97.07,97.36
69,600620,天宸股份,6.4,9.97,0.58,205118.0,125920592.0,11.0,6.4,5.76,5.85,5.82,1.33,2.99,331.9,2.98,4394733523.0,4394733523.0,0.0,0.0,33.33,11.89
70,002117,东港股份,12.47,9.96,1.13,656257.0,796645988.41,9.96,12.47,11.34,11.34,11.34,3.55,12.53,38.02,4.91,6530800309.0,6528726860.0,0.0,0.0,13.06,8.72
71,603321,梅轮电梯,8.83,9.96,0.8,54819.0,47725236.0,9.84,8.83,8.04,8.06,8.03,0.88,1.81,158.17,2.31,2710810000.0,2671207450.0,0.0,0.0,26.5,29.85
72,000890,法尔胜,4.21,9.92,0.38,295669.0,122523169.06,10.7,4.21,3.8,3.83,3.83,2.0,7.05,-588.09,107.22,1766111705.0,1766057304.0,0.0,0.0,35.81,32.81
73,688221,前沿生物-U,19.34,9.7,1.71,381359.0,696549419.0,14.29,19.49,16.97,17.88,17.63,0.99,10.18,-41.05,6.6,7244351149.0,7244351149.0,0.26,0.83,126.46,98.16
74,603275,众辰科技,55.79,9.65,4.91,64123.0,343791739.0,11.73,55.97,50.0,50.83,50.88,2.87,15.29,47.68,2.94,8299981567.0,2339970011.0,0.96,1.9,59.63,64.72
75,300379,*ST东通,5.71,9.6,0.5,498590.0,273852701.45,12.28,5.86,5.22,5.28,5.21,1.59,9.47,-26.08,1.03,3185739348.0,3007100490.0,-0.17,-0.52,-29.51,-62.16
76,301183,东田微,75.61,9.58,6.61,245870.0,1809701322.04,20.28,79.99,66.0,67.49,69.0,1.57,41.94,75.24,6.97,6048800000.0,4432785655.0,0.0,-0.26,80.89,40.85
77,300049,福瑞股份,40.03,9.55,3.49,209829.0,822817578.3,11.19,40.44,36.35,36.63,36.54,1.2,8.99,93.08,5.98,10662234683.0,9347614137.0,0.2,0.02,32.81,26.92
78,301225,恒勃股份,89.33,9.13,7.47,44871.0,391245842.12,12.23,91.01,81.0,81.0,81.86,1.53,14.87,69.83,6.34,9234935400.0,2695979400.0,0.01,0.01,140.85,241.87
79,300512,中亚股份,9.48,8.84,0.77,180582.0,164733621.79,10.22,9.54,8.65,8.67,8.71,1.19,5.5,55.5,2.42,3864435495.0,3114555891.0,-0.21,1.28,38.39,40.24
80,300258,精锻科技,13.98,8.79,1.13,790591.0,1086137539.04,14.86,14.78,12.87,12.88,12.85,3.68,14.57,48.5,1.73,7796061021.0,7584206633.0,-0.07,-0.07,24.93,57.61
81,300548,长芯博创,84.42,8.72,6.77,444188.0,3805128735.95,15.36,90.99,79.06,81.22,77.65,1.35,16.52,68.49,14.68,24574702353.0,22692769503.0,1.67,1.16,162.5,81.9
82,688655,迅捷兴,23.06,8.67,1.84,71515.0,163759855.0,10.18,23.84,21.68,23.2,21.22,1.97,5.36,-158.4,4.54,3075973400.0,3075973400.0,0.0,0.44,87.33,113.91
83,300839,博汇股份,15.0,8.54,1.18,415709.0,604379798.02,15.92,15.8,13.6,14.5,13.82,5.31,17.21,-19.44,9.74,3703210725.0,3624092955.0,0.0,1.08,94.05,108.04
84,300006,莱美药业,4.99,8.48,0.39,2063124.0,987549791.02,19.13,5.3,4.42,4.58,4.6,2.58,19.54,-95.62,2.83,5268996913.0,5268546281.0,-0.2,-0.2,49.85,36.34
85,688058,宝兰德,31.45,8.45,2.45,74375.0,238796648.0,15.62,34.73,30.2,30.2,29.0,5.74,9.57,-20.13,3.51,2444637969.0,2444637969.0,-0.06,0.8,15.54,14.36
86,688226,威腾电气,35.5,8.4,2.75,81316.0,278135312.0,9.53,35.6,32.48,32.48,32.75,1.6,4.33,125.27,4.01,6661486960.0,6661486960.0,-0.28,0.25,15.15,42.11
87,300983,尤安设计,22.83,8.25,1.74,60778.0,139712513.41,20.91,25.16,20.75,20.99,21.09,2.99,5.14,-3421.1,1.38,3945024000.0,2700388676.0,0.18,0.09,39.04,35.01
88,301678,新恒汇,53.68,8.16,4.05,163683.0,849015470.09,9.29,53.98,49.37,49.55,49.63,1.85,35.96,62.65,6.58,12859337469.0,2443125655.0,0.06,0.32,319.38,319.38
89,688408,中信博,49.86,8.16,3.76,107863.0,525586210.0,7.98,49.96,46.28,46.28,46.1,2.68,4.92,24.79,2.54,10922625076.0,10922625076.0,0.0,0.06,10.58,-29.78
90,300502,新易盛,169.8,8.1,12.72,1149386.0,19663974702.58,11.64,179.28,161.0,161.71,157.08,2.83,12.99,26.83,17.52,168732788662.0,150298731492.0,0.96,0.27,217.5,106.47
91,688711,宏微科技,20.3,8.09,1.52,303948.0,632278097.0,15.97,22.29,19.29,19.5,18.78,6.32,14.28,996.97,4.18,4321548956.0,4321548956.0,-0.1,-0.29,35.42,17.48
92,688612,威迈斯,32.44,8.03,2.41,118619.0,376513664.0,9.79,32.97,30.03,30.04,30.03,2.35,4.69,33.85,4.28,13655849686.0,8209036336.0,-0.18,-0.28,39.71,39.95
93,688170,德龙激光,27.51,7.76,1.98,75359.0,203089839.0,9.56,27.77,25.33,25.57,25.53,1.68,7.29,-43.16,2.34,2843433600.0,2843433600.0,-0.15,0.0,35.65,22.32
94,301125,腾亚精工,16.13,7.68,1.15,170249.0,267934103.2,10.88,16.44,14.81,14.98,14.98,2.59,14.51,618.99,3.8,2286555250.0,1892950990.0,0.0,0.0,47.44,45.71
95,600592,龙溪股份,22.58,7.58,1.59,595918.0,1311684627.0,10.48,23.0,20.8,21.2,20.99,1.3,14.91,75.63,3.65,9021919633.0,9021919633.0,0.0,0.36,29.99,130.88
96,603516,淳中科技,42.19,7.55,2.96,199621.0,830092309.0,10.81,43.15,38.91,39.45,39.23,1.53,9.82,-147.69,6.2,8575804311.0,8575804311.0,-0.02,-0.02,10.01,-23.33
97,301003,江苏博云,32.41,7.5,2.26,73917.0,239322535.45,14.96,34.46,29.95,30.11,30.15,1.97,9.91,24.46,2.89,3148090998.0,2418113438.0,0.0,0.03,33.48,59.18
98,002126,银轮股份,25.43,7.34,1.74,859756.0,2153971446.5,9.08,26.0,23.85,23.85,23.69,3.62,10.96,24.99,3.37,21228892389.0,19942031474.0,0.0,0.0,12.22,36.72
99,600589,大位科技,9.12,7.17,0.61,5056100.0,4625162794.0,8.93,9.36,8.6,8.73,8.51,2.08,34.2,66.3,18.25,13540189397.0,13483645397.0,0.11,0.22,53.79,99.13
100,688136,科兴制药,49.3,7.15,3.29,115009.0,544174925.0,11.43,49.97,44.71,45.5,46.01,1.18,5.71,96.98,5.95,9921982425.0,9921982425.0,0.02,0.16,38.99,126.35
101,605305,中际联合,36.27,7.12,2.41,363029.0,1324063697.0,7.44,37.25,34.73,34.9,33.86,4.68,17.08,19.56,2.97,7708100400.0,7708100400.0,0.0,-0.27,60.99,30.09
102,301056,森赫股份,10.68,7.12,0.71,119136.0,124952529.28,10.03,10.99,9.99,10.02,9.97,2.63,6.77,43.25,3.66,2849281604.0,1879635464.0,-0.19,0.85,32.67,37.28
103,832023,田野股份,4.72,7.03,0.31,444386.0,205632216.83,7.94,4.75,4.4,4.43,4.41,5.19,16.53,85.13,1.29,1544874880.0,1268776262.0,-0.21,0.21,-29.45,6.07
104,301550,斯菱股份,98.89,7.0,6.47,89171.0,867203058.32,11.9,101.0,90.0,92.5,92.42,1.65,9.15,84.88,9.07,15772955000.0,9637490591.0,-0.01,0.06,62.54,98.1
105,872925,锦好医疗,21.03,6.97,1.37,37103.0,74370812.39,9.61,21.09,19.2,19.6,19.66,0.85,6.71,152.07,5.74,2044339822.0,1162854965.0,-0.19,0.81,58.96,81.14
106,301529,福赛科技,42.27,6.96,2.75,80692.0,334950861.99,11.77,43.53,38.88,39.11,39.52,1.23,17.84,32.06,2.9,3586068867.0,1912231818.0,0.07,0.19,66.22,48.47
107,000799,酒鬼酒,48.87,6.87,3.14,224113.0,1071403003.4,8.73,49.5,45.51,45.65,45.73,1.52,6.9,125.18,3.97,15879279253.0,15877886458.0,0.0,0.1,8.48,-12.14
108,603538,美诺华,24.85,6.84,1.59,455544.0,1086035217.0,12.51,25.29,22.38,23.18,23.26,1.34,21.15,64.35,2.54,5462742996.0,5352523803.0,0.08,0.16,86.84,96.29
109,300150,世纪瑞尔,5.52,6.77,0.35,787811.0,448828697.51,19.15,6.16,5.17,5.2,5.17,7.05,15.31,670.23,2.1,3229785413.0,2841331332.0,0.0,0.36,26.9,26.03
110,688787,海天瑞声,116.55,6.74,7.36,57633.0,661688195.0,9.86,118.85,108.08,109.98,109.19,2.51,9.55,4729.82,9.71,7030899729.0,7030899729.0,-0.13,-0.34,38.5,18.72
111,688071,华依科技,36.69,6.72,2.31,34205.0,123664765.0,10.12,37.38,33.9,34.47,34.38,2.22,4.03,263.01,2.87,3110934974.0,3110934974.0,0.03,-0.03,19.78,36.14
112,300695,兆丰股份,91.35,6.63,5.68,45736.0,404999182.44,8.46,91.89,84.64,85.68,85.67,1.64,4.47,74.22,3.62,9341170007.0,9341170007.0,0.05,0.12,136.9,196.69
113,300942,易瑞生物,11.29,6.61,0.7,409315.0,452437834.61,10.76,11.64,10.5,10.76,10.59,1.89,10.2,-338.53,5.73,4530876438.0,4530876438.0,-0.44,-0.18,35.53,32.05
114,301357,北方长龙,80.72,6.59,4.99,99961.0,786709750.5,12.61,83.45,73.9,75.99,75.73,1.31,42.0,-378.89,6.85,7684544000.0,1921136000.0,0.05,0.16,128.6,142.84
115,836807,奔朗新材,19.49,6.5,1.19,302434.0,574206346.91,13.99,20.0,17.44,18.59,18.3,1.07,24.46,152.24,3.85,3544841200.0,2409602434.0,0.0,0.98,75.74,150.19
116,833454,同心传动,21.59,6.46,1.31,81371.0,169941991.14,7.99,21.62,20.0,20.28,20.28,1.98,12.88,87.65,7.38,2269109000.0,1364037309.0,0.05,1.22,53.01,88.39
117,688480,赛恩斯,41.29,6.44,2.5,35368.0,141041371.0,8.87,41.45,38.01,38.01,38.79,2.74,5.54,55.51,3.8,3936017931.0,2636208731.0,0.1,0.22,31.33,55.75
118,300007,汉威科技,44.38,6.43,2.68,594268.0,2602534052.37,11.22,45.69,41.01,41.7,41.7,1.77,21.0,214.51,5.11,14532036571.0,12558406135.0,0.05,0.45,33.96,117.44
119,603533,掌阅科技,21.39,6.42,1.29,574014.0,1243496512.0,10.55,22.11,19.99,19.99,20.1,1.61,13.08,-31.6,3.81,9388003301.0,9388003301.0,0.09,0.09,20.71,5.84
120,300680,隆盛科技,38.95,6.42,2.35,179056.0,685123379.54,8.91,39.47,36.21,36.61,36.6,2.21,9.99,38.34,4.72,8998395628.0,6977749943.0,0.03,-0.13,13.79,63.93
121,300199,翰宇药业,19.43,6.41,1.17,1403406.0,2648013429.51,8.76,19.48,17.88,18.15,18.26,1.38,19.87,61.41,26.47,17161379158.0,13723081138.0,0.15,0.62,51.21,50.74
122,600380,健康元,12.5,6.38,0.75,638788.0,782088678.0,7.15,12.6,11.76,11.76,11.75,3.3,3.49,13.12,1.6,22868167325.0,22868167325.0,-0.08,-0.16,20.77,10.91
123,002723,小崧股份,7.54,6.35,0.45,252639.0,186994989.36,8.04,7.65,7.08,7.1,7.09,2.64,7.97,-67.29,2.4,2397771845.0,2391034908.0,-0.13,0.0,20.83,8.49
124,300561,*ST汇科,11.73,6.35,0.7,221514.0,252603130.75,6.98,11.8,11.03,11.14,11.03,1.55,9.19,711.24,6.42,3848706547.0,2827605343.0,0.0,0.09,-40.4,-78.65
125,600543,莫高股份,6.56,6.32,0.39,197690.0,127706115.0,9.56,6.7,6.11,6.16,6.17,1.82,6.16,-52.59,2.63,2106547200.0,2106547200.0,-0.15,0.15,30.16,41.38
126,300572,安车检测,23.26,6.31,1.38,112570.0,255470254.6,6.44,23.26,21.85,21.88,21.88,1.37,6.13,-330.02,2.98,5326279767.0,4270456009.0,0.09,0.09,27.73,28.72
127,600152,维科技术,6.93,6.29,0.41,1059319.0,747012884.0,5.67,7.17,6.8,6.8,6.52,2.6,20.02,-55.53,2.1,3666520069.0,3666520069.0,0.0,0.14,26.23,15.31
128,300494,盛天网络,14.89,6.28,0.88,1074638.0,1637702074.42,14.2,16.29,14.3,14.31,14.01,3.0,26.98,71.8,4.99,7303695032.0,5931402733.0,-0.07,-0.07,38.13,32.47
129,688556,高测股份,7.78,6.28,0.46,499002.0,386247895.0,10.79,8.06,7.27,7.33,7.32,3.68,6.52,-20.08,1.76,5955410430.0,5955410430.0,-0.13,-0.13,28.38,-1.02
130,301538,骏鼎达,57.8,6.25,3.4,48084.0,274224467.06,8.77,58.88,54.11,54.11,54.4,2.94,15.4,24.07,3.53,4531520000.0,1804496984.0,-0.33,-0.33,31.99,5.82
131,300820,英杰电气,52.22,6.22,3.06,86370.0,443528625.83,8.44,52.96,48.81,49.01,49.16,1.73,7.78,57.29,4.89,11572943553.0,5796928936.0,0.1,0.38,20.02,-4.79
132,605060,联德股份,21.36,6.22,1.25,80887.0,171210371.0,9.8,22.12,20.15,20.15,20.11,2.56,3.36,27.83,2.17,5139045120.0,5139045120.0,0.0,0.19,28.67,22.27
133,001306,夏厦精密,80.24,6.18,4.67,44823.0,354152389.47,9.28,82.56,75.55,75.9,75.57,3.46,28.92,96.74,3.76,4974880000.0,1243720000.0,-0.06,0.29,12.44,43.18
134,301162,国能日新,54.62,6.16,3.17,37238.0,201449170.6,8.77,55.99,51.48,51.88,51.45,2.18,4.37,98.85,5.82,6566506851.0,4655019432.0,0.0,0.07,3.8,45.58
135,600962,国投中鲁,20.8,6.12,1.2,330295.0,680358882.0,10.82,21.42,19.3,19.3,19.6,1.49,12.6,50.48,5.88,5453968000.0,5453968000.0,-0.14,-0.05,55.11,58.17
136,300828,锐新科技,18.22,6.12,1.05,107883.0,193965559.8,6.99,18.38,17.18,17.18,17.17,2.31,8.65,65.43,3.98,3032208840.0,2272729822.0,-0.27,-0.16,25.22,10.29
